201.24, 6.0, 0
183.24, 5.8, 0
188.10, 5.8, 0
190.80, 6.0, 0
143.57, 5.9, 0
192.44, 6.0, 0
234.88, 5.9, 0
195.66, 5.9, 0
182.23, 5.7, 0
211.52, 6.0, 0
209.54, 6.0, 0
196.98, 5.9, 0
201.47, 6.0, 0
222.63, 6.1, 0
192.28, 5.8, 0
195.90, 6.0, 0
184.62, 5.9, 0
216.13, 6.0, 0
214.41, 5.7, 0
219.43, 5.8, 0
207.10, 5.8, 0
209.90, 5.8, 0
211.68, 5.9, 0
210.71, 6.0, 0
208.91, 5.9, 0
192.10, 6.0, 0
186.50, 6.0, 0
175.84, 6.0, 0
226.00, 5.9, 0
224.90, 6.0, 0
193.52, 5.9, 0
178.66, 6.0, 0
189.95, 5.9, 0
172.86, 6.0, 0
176.25, 6.1, 0
205.45, 5.8, 0
196.44, 5.8, 0
192.33, 6.0, 0
211.03, 6.1, 0
185.64, 5.9, 0
175.70, 6.2, 0
200.55, 6.1, 0
176.36, 6.1, 0
183.00, 6.1, 0
220.49, 5.9, 0
158.50, 5.9, 0
161.21, 5.8, 0
216.76, 5.9, 0
218.73, 5.9, 0
187.25, 5.9, 0
204.54, 5.8, 0
192.71, 5.9, 0
172.75, 5.9, 0
178.82, 6.0, 0
229.88, 6.0, 0
190.91, 6.1, 0
163.40, 6.1, 0
222.15, 5.8, 0
184.08, 6.0, 0
189.27, 6.1, 0
196.89, 5.9, 0
225.11, 5.9, 0
172.18, 6.2, 0
212.08, 5.8, 0
214.89, 5.9, 0
214.35, 6.0, 0
197.78, 6.1, 0
223.28, 5.9, 0
150.22, 5.8, 0
189.17, 6.2, 0
171.09, 5.8, 0
181.09, 5.9, 0
198.84, 5.8, 0
212.01, 6.0, 0
159.07, 5.9, 0
184.20, 6.0, 0
187.86, 6.1, 0
209.73, 5.7, 0
180.26, 5.8, 0
187.91, 5.9, 0
185.65, 5.9, 0
196.15, 5.9, 0
200.91, 6.0, 0
202.01, 5.7, 0
187.25, 5.8, 0
157.13, 5.9, 0
188.25, 5.8, 0
200.48, 5.9, 0
173.64, 6.0, 0
224.50, 5.9, 0
210.01, 5.8, 0
181.89, 6.0, 0
194.15, 6.1, 0
227.68, 6.0, 0
208.54, 5.9, 0
215.16, 5.8, 0
194.30, 5.8, 0
197.96, 5.8, 0
200.06, 5.9, 0
173.61, 6.1, 0
208.12, 5.9, 0
202.20, 5.9, 0
200.01, 5.9, 0
189.40, 6.0, 0
184.52, 5.7, 0
217.50, 5.8, 0
195.25, 5.9, 0
161.25, 5.9, 0
176.38, 5.9, 0
202.25, 6.0, 0
179.82, 5.9, 0
199.65, 6.1, 0
249.96, 5.9, 0
172.72, 5.8, 0
206.54, 5.9, 0
185.20, 6.0, 0
203.30, 5.9, 0
201.47, 6.1, 0
206.29, 5.7, 0
201.84, 5.8, 0
151.98, 5.9, 0
160.26, 6.1, 0
212.85, 6.0, 0
126.90, 5.9, 0
199.45, 5.9, 0
173.92, 6.0, 0
225.08, 5.9, 0
193.38, 5.8, 0
208.25, 6.0, 0
187.43, 6.0, 0
206.97, 6.0, 0
199.92, 5.9, 0
181.63, 5.8, 0
194.04, 5.8, 0
204.25, 5.9, 0
200.82, 5.8, 0
206.13, 5.8, 0
220.62, 5.9, 0
185.79, 5.9, 0
183.45, 5.9, 0
230.89, 5.8, 0
171.88, 5.8, 0
175.87, 6.0, 0
190.61, 5.9, 0
194.05, 5.9, 0
155.85, 5.7, 0
179.76, 5.9, 0
179.42, 6.0, 0
181.96, 5.8, 0
184.15, 5.9, 0
188.56, 5.9, 0
225.84, 5.8, 0
201.18, 5.9, 0
199.70, 6.1, 0
206.99, 5.8, 0
186.59, 6.0, 0
209.82, 5.9, 0
201.02, 6.0, 0
187.34, 6.0, 0
240.51, 6.1, 0
194.30, 5.7, 0
174.07, 5.8, 0
234.58, 5.9, 0
208.73, 6.1, 0
213.96, 6.0, 0
223.65, 5.9, 0
186.80, 5.9, 0
193.03, 6.0, 0
202.50, 6.0, 0
198.34, 6.0, 0
171.79, 5.9, 0
186.44, 5.8, 0
224.67, 5.8, 0
216.65, 5.9, 0
209.78, 5.9, 0
212.66, 6.0, 0
190.70, 5.8, 0
205.26, 6.0, 0
229.67, 5.8, 0
171.63, 5.9, 0
195.26, 5.7, 0
202.61, 6.0, 0
194.81, 5.8, 0
223.25, 5.9, 0
182.03, 5.8, 0
243.29, 5.7, 0
